"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL","V","Ka","RSV","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","seCL","seV","seKa","seRSV","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
397,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,41.51,16.14,4573.21884831016,1.40904,4.31977,-0.155839,0.19982,0.0919991,0.0721028,0.0439149,1,0.0327009,0.0357446,0.084296,0.00945579,0.0179804,0.0151135,0.0718395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,27.77,10.73,4565.02578041709,1.43967,4.25969,-0.0951519,0.183653,0.0752848,0.0809028,0.122696,1,0.0315792,0.0373811,0.0975445,0.00802785,0.0139241,0.0169323,0.0499511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,28.65,9.26,4598.50750566795,1.45985,4.20973,-0.22467,0.189599,0.0966466,0.0816972,0.0431938,1,0.0322813,0.0354921,0.0752722,0.0086328,0.0148756,0.0158931,0.0508948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,24.33,11.22,4564.14055512838,1.43142,4.2722,-0.0952158,0.181793,0.091837,0.0898223,0.128169,1,0.0352895,0.0362251,0.102034,0.00824764,0.015366,0.0175121,0.0399618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,46.12,11.38,4569.40710501957,1.41247,4.22776,-0.0380349,0.189115,0.0610971,0.0706447,0.0035321,1,0.028131,0.0361849,0.0863635,0.00948927,0.0106042,0.0154588,0.0186481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,28.18,18.32,4582.21326018387,1.37181,4.25861,0.156936,0.174845,0.0906316,0.121786,0.11754,1,0.0313549,0.0392692,0.101348,0.00882597,0.0148409,0.0212351,0.0615431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,42.27,9.98,4628.23488090943,1.41988,4.22723,-0.160665,0.203527,0.0854062,0.0513272,0.00109029,1,0.0326646,0.0328811,0.0926371,0.00902137,0.0141037,0.0142128,0.0388443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:02:00,96.65,14.47,4659.82707115929,1.36952,4.26191,0.183038,0.200085,0.0774113,0.114661,2.82428e-008,1,0.0323581,0.0399126,0.0812144,0.00873682,0.0144827,0.0243394,2.67447e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,42.26,11.05,4645.31347280639,1.40553,4.23033,-0.0553774,0.194287,0.102489,0.0754004,0.046153,1,0.0355104,0.0347728,0.0960324,0.00743547,0.0166475,0.0163724,0.0338757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,38,9.19,4543.62773169202,1.42575,4.26875,-0.0982798,0.183031,0.107407,0.115228,2.17988e-008,1,0.0344772,0.0401816,0.0606778,0.00790441,0.0170317,0.0170306,5.61419e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,28.91,11.25,4700.38511752916,1.35915,4.29165,0.0189083,0.191306,0.106023,0.108322,0.187198,1,0.0372506,0.0402403,0.106349,0.00753557,0.0201984,0.0219354,0.061928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,29.27,12.98,4646.68321756508,1.40944,4.29348,0.107935,0.194356,0.11263,0.149999,0.0220512,1,0.035662,0.0423779,0.103112,0.00793972,0.019334,0.0252383,0.112885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,1,1,1,1,1,0,0,0,0,0,1,0,2,NA,FOCE_I,0:02:00,36,10.13,4600.92847698679,1.43375,4.19795,-0.189426,0.183821,0.083954,0.102607,0.117474,1,0.0305896,0.0398139,0.0895066,0.00957405,0.0147888,0.0185963,0.0623528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,35.9,15.72,4638.77431064324,1.41002,4.27707,0.00550213,0.184626,0.129705,0.0868338,0.175137,1,0.0387794,0.0357358,0.105931,0.00758398,0.0220007,0.0150062,0.0629783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:02:00,48.78,14.32,4661.31732964448,1.41007,4.20235,-0.0724612,0.186287,0.0947314,0.0994973,0.0731228,1,0.0326297,0.0363287,0.0863023,0.007579,0.0172281,0.0175124,0.0815391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,30.33,11.38,4711.50620216691,1.43949,4.23912,-0.0985168,0.201055,0.0841467,0.116212,0.162806,1,0.0324207,0.0390373,0.0951615,0.0101343,0.0155005,0.0273565,0.0678689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1,1,1,1,1,0,0,0,0,0,1,0,2,NA,FOCE_I,0:02:00,75.84,10.38,4640.76961640009,1.46515,4.22206,-0.184662,0.200374,0.0973176,0.0872043,7.75619e-007,1,0.0321251,0.0374464,0.075788,0.00779543,0.0155838,0.0204323,2.06156e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,40.11,14.34,4657.6326910907,1.43091,4.22019,-0.0756025,0.200774,0.0743378,0.0918516,0.104637,1,0.0329558,0.0345162,0.0984334,0.00790281,0.013169,0.0180591,0.0533276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,110.9,11.9,4565.92273791466,1.48579,4.23629,0.027487,0.198862,0.0738939,0.0964354,1.31872e-021,1,0.0292205,0.0366426,0.0764074,0.00818047,0.0124227,0.0165859,6.50803e-022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,35.23,11.72,4650.85066195905,1.41996,4.20044,-0.0355491,0.188835,0.0977023,0.0977974,0.030526,1,0.0371128,0.0357688,0.178891,0.00854149,0.0178111,0.0153368,0.162739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,34.75,12.34,4685.24238399703,1.40994,4.25911,-0.0519591,0.200655,0.117852,0.100634,0.0623238,1,0.0374559,0.0354473,0.086724,0.00806037,0.0236306,0.0194565,0.0398342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,47.62,13.24,4676.34021071591,1.44183,4.20877,-0.038181,0.201768,0.0954505,0.100284,0.0783189,1,0.0351391,0.0403764,0.107414,0.00955313,0.0154414,0.0215008,0.0659722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,36.71,12.18,4643.5945812967,1.40997,4.21092,-0.120825,0.193615,0.0812959,0.0992919,0.0142409,1,0.0293657,0.0363097,0.0762612,0.00764233,0.0132248,0.0163002,0.0270043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,36.05,11.25,4623.99999795326,1.42217,4.22282,-0.15102,0.195709,0.0838618,0.0928808,0.0231517,1,0.0300953,0.0352211,0.0731293,0.00885621,0.0165531,0.0193357,0.0444295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,29.07,11.52,4644.46695572951,1.36628,4.23993,-0.00968746,0.186879,0.105926,0.0902524,0.166198,1,0.0373131,0.0356606,0.0957393,0.00890928,0.0210424,0.0164249,0.0732226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,1,1,1,1,1,0,0,0,0,0,2,0,2,NA,FOCE_I,0:01:00,83.55,11.59,4571.48771980536,1.3838,4.30173,0.0130166,0.188276,0.0856907,0.105586,7.53183e-008,1,0.0321073,0.0387115,0.0728562,0.00872802,0.02045,0.0168288,1.92134e-007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,00:00:00,26.97,9.98,4587.879775303,1.45611,4.22317,-0.195108,0.186047,0.0911,0.073202,0.0474618,1,0.0336716,0.0397227,0.11725,0.0086412,0.0141848,0.017192,0.0435675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1,1,1,1,1,0,0,0,0,0,2,0,2.9,NA,FOCE_I,0:02:00,110.61,11.84,4641.57027885005,1.38644,4.19884,-0.0178398,0.195162,0.0840272,0.08642,5.79776e-007,1,0.0302756,0.0342532,0.0767371,0.00773458,0.0130325,0.0158607,1.53294e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,1,1,1,1,1,0,0,0,0,0,3,0,2,NA,FOCE_I,0:01:00,70.84,11.91,4664.973154638,1.48938,4.15626,-0.0742753,0.20242,0.110008,0.0694236,0.0597964,1,0.0365873,0.03434,0.0954982,0.00915107,0.0168019,0.0178185,0.0591523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,52.01,11.44,4655.47313522079,1.41657,4.25063,0.0267762,0.190719,0.107354,0.0984022,2.06802e-007,1,0.0359703,0.0378843,0.0755245,0.00789758,0.0171775,0.0198272,4.46397e-007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,1,1,1,1,0,0,0,0,0,2,0,2.2,NA,FOCE_I,0:02:00,82.9,14.44,4566.70569286154,1.39743,4.28442,0.0747922,0.194884,0.0778273,0.0851408,1.71663e-031,1,0.0307776,0.0398189,0.0837285,0.00865296,0.0122248,0.0176016,5.25912e-048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,26.8,10.95,4680.39176015628,1.34617,4.27651,-0.0310605,0.205419,0.0977904,0.0832526,0.0805728,1,0.0373058,0.0368878,0.0835762,0.00788926,0.016632,0.0254794,0.0638553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,31.15,9.97,4654.22948684367,1.40962,4.19555,-0.12385,0.189762,0.0943731,0.0859416,0.157082,1,0.0319934,0.0360459,0.0880743,0.00752536,0.0146634,0.0166004,0.0657458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,42.44,12.67,4657.74743310304,1.41903,4.26366,0.0285652,0.202269,0.104414,0.107034,0.0421283,1,0.0342726,0.0382995,0.083743,0.00843793,0.0185752,0.0183324,0.053126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,27.25,12,4581.88278482195,1.38496,4.27803,0.00441982,0.190095,0.101943,0.0564267,0.0315224,1,0.0351963,0.0331914,0.0905284,0.00681553,0.0193122,0.0139744,0.0424349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,37.96,11.09,4589.39221514726,1.40347,4.23178,-0.0359662,0.181846,0.0880953,0.0563678,0.12892,1,0.0319613,0.0318275,0.109691,0.00836421,0.0159602,0.014592,0.0955696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:02:00,62.4,14.05,4619.40670034603,1.42294,4.24988,0.0694352,0.19407,0.0891375,0.0836952,0.0337054,1,0.032244,0.0352543,0.0807201,0.00820224,0.0141188,0.0188911,0.0430079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:02:00,34.66,11.69,4642.21171026796,1.4037,4.29719,-0.0155788,0.199412,0.0988824,0.0738798,0.0532832,1,0.0348083,0.0362663,0.104131,0.00911915,0.0179286,0.0165765,0.0625326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,71.1,11.8,4573.10391937288,1.40487,4.24734,-0.0720053,0.179121,0.0988653,0.100787,3.77966e-008,1,0.0333479,0.0380333,0.058875,0.00744485,0.0157895,0.0163541,2.40609e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,00:00:00,28.9,10.59,4602.51542769312,1.44599,4.23718,-0.185475,0.192642,0.0840882,0.104144,0.0482037,1,0.0330802,0.0374757,0.0843859,0.00785662,0.0154347,0.0210264,0.0325335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,43.42,11.95,4616.64133651043,1.43733,4.20888,-0.185643,0.188798,0.0796788,0.0932234,0.0679368,1,0.0294365,0.0365683,0.0810303,0.00769759,0.0152126,0.021411,0.048787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,39.05,11.19,4652.3387903745,1.35609,4.22391,-0.10838,0.186797,0.0993085,0.0849096,0.137693,1,0.0334531,0.0357067,0.0820119,0.00720984,0.015195,0.013905,0.0636027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,37.3,13.29,4629.34183014014,1.40095,4.25233,-0.045255,0.19718,0.0699088,0.0723373,0.0688793,1,0.0317916,0.0379841,0.102435,0.00956938,0.0115451,0.0121646,0.055803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,49.02,12.04,4605.75727087,1.43474,4.21692,-0.148398,0.199217,0.0894008,0.0525409,0.00954615,1,0.0319667,0.0348327,0.0796991,0.00824441,0.0161408,0.0145744,0.032708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,33.5,12.79,4575.64529581008,1.4165,4.1792,0.01804,0.176042,0.0710985,0.0780346,0.0705116,1,0.0291286,0.0347381,0.0798731,0.00808304,0.0127649,0.0136205,0.0427365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,42.55,13.23,4641.54072428447,1.45394,4.26181,0.0789957,0.198436,0.0902043,0.138892,0.0424424,1,0.0321517,0.0414157,0.0935006,0.00821585,0.0139352,0.0262908,0.0583947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,31.94,13.44,4659.8560006042,1.42872,4.23162,-0.0149255,0.196709,0.100593,0.0772255,0.0414875,1,0.0338904,0.0364016,0.0794908,0.00766737,0.0155738,0.0197106,0.0477583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,36.41,11.19,4576.5895691182,1.4542,4.19516,-0.203996,0.180761,0.0678126,0.0930043,0.0982464,1,0.0294113,0.0366406,0.090456,0.00911731,0.0111548,0.0225405,0.0743181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,37.09,13.41,4584.74480762265,1.35225,4.29953,0.0805812,0.179052,0.0830554,0.0833446,0.248046,1,0.0322475,0.0387605,0.110692,0.00726646,0.0144963,0.015565,0.0975913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,1,1,1,1,1,0,0,0,0,0,1,0,3.1,NA,FOCE_I,0:01:00,73.77,12.17,4696.77637446834,1.39476,4.23706,-0.0354301,0.19746,0.107081,0.0966653,3.70502e-007,1,0.0344957,0.0352506,0.0683646,0.0083333,0.0166967,0.0168583,2.18722e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,37.03,14.04,4619.73184803086,1.3882,4.31673,-0.0603812,0.197673,0.0788796,0.0905885,0.0248246,1,0.0328617,0.0358351,0.0772978,0.00850934,0.014779,0.0167928,0.0311253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,25.67,12.12,4637.66551209232,1.40246,4.18017,-0.072174,0.182299,0.0763713,0.0974928,0.105941,1,0.0291395,0.0349167,0.0870708,0.0072958,0.0133619,0.0180459,0.0472473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,36.86,14.77,4642.40438104086,1.38298,4.22723,0.193669,0.188995,0.0788172,0.107132,0.14383,1,0.0324963,0.038817,0.117436,0.00814563,0.0118175,0.0195337,0.0645226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,30.36,11.97,4635.28843711349,1.46723,4.20735,-0.198939,0.197301,0.0984071,0.0703355,0.0291906,1,0.0320013,0.0383537,0.0812109,0.00912871,0.0155483,0.0157467,0.0562774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,39.03,10.53,4591.45888374831,1.40537,4.29408,-0.0541761,0.19215,0.08845,0.0569609,0.10061,1,0.0334557,0.0323647,0.0864202,0.00865848,0.0148023,0.0129381,0.0608632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,40.04,14.84,4650.34374688746,1.38538,4.21067,-0.00712297,0.191081,0.103356,0.071062,0.000678833,1,0.0332436,0.0339944,0.0934228,0.00766084,0.0145044,0.0134727,0.00188427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,31.9,9.99,4550.26229387752,1.43265,4.22527,-0.186198,0.186538,0.0573155,0.0893063,0.0442487,1,0.0266218,0.0371222,0.0781619,0.00826796,0.0102456,0.0184227,0.0260629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,36.45,11.18,4653.88854078939,1.46061,4.16383,-0.257956,0.193377,0.0680628,0.0939543,0.0783173,1,0.0294042,0.0396727,0.0825863,0.00850288,0.0113847,0.0177533,0.044433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,35.2,12.44,4668.71116049215,1.41964,4.25217,0.0186825,0.194612,0.110463,0.0852364,0.0848009,1,0.0347735,0.0356077,0.0854965,0.0089006,0.0199454,0.0149491,0.0750647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,34.27,16.2,4654.94889614294,1.40103,4.24821,-0.0120038,0.189971,0.0995749,0.111798,0.0542507,1,0.0355192,0.0378444,0.100371,0.00896315,0.0166433,0.0212286,0.0567928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,24.77,11.56,4604.25969920126,1.39613,4.26381,-0.129292,0.183665,0.0889074,0.104824,0.0473827,1,0.0321564,0.0405442,0.0826357,0.00737403,0.0161633,0.0195014,0.0349015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,00:00:00,17.12,11.54,4613.7590666288,1.40547,4.20484,-0.148655,0.188734,0.137124,0.066552,0.0614206,1,0.0383464,0.0335302,0.0843853,0.00798113,0.0237298,0.0184268,0.0710889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,30.05,15.59,4662.07234390151,1.37981,4.24926,0.0395891,0.192171,0.10929,0.0801881,0.155268,1,0.0356262,0.0367138,0.107775,0.00875795,0.0260211,0.0204265,0.0763972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,34.33,14.26,4566.62613839154,1.42777,4.23475,0.0248017,0.188122,0.0677232,0.0746312,0.103809,1,0.0287119,0.034332,0.104514,0.00753917,0.0115605,0.0178957,0.128003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,18.59,16.16,4747.18432330316,1.3687,4.19088,-0.0570437,0.200768,0.108892,0.0670578,0.149585,1,0.0362808,0.034541,0.113456,0.00834211,0.0190892,0.0199585,0.0760267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,35.55,13.49,4677.38928240699,1.41828,4.16965,-0.184653,0.20601,0.0730397,0.0491764,0.147899,1,0.0312141,0.0334766,0.0908999,0.0101494,0.012681,0.0165403,0.069427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,1,1,1,1,1,0,0,0,0,0,1,0,2.3,NA,FOCE_I,0:02:00,56.88,14.73,4639.93478596005,1.41165,4.28087,0.00355269,0.203642,0.125818,0.0523036,0.0903884,1,0.0404841,0.033726,0.106766,0.0105751,0.0260749,0.011517,0.0856585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:02:00,90.41,14.81,4624.29512976987,1.39514,4.27974,-0.100927,0.195237,0.0800162,0.108211,2.27274e-014,1,0.0314198,0.0406965,0.0793271,0.00801793,0.013941,0.0225485,2.69692e-014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:02:00,50.56,12.99,4625.37066248941,1.42385,4.21676,-0.0252183,0.197197,0.0938687,0.114641,0.0267292,1,0.0323279,0.0401513,0.0855237,0.00838974,0.0137697,0.0227416,0.0589985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,37.81,8.97,4666.53386552527,1.41516,4.21961,-0.17065,0.190006,0.070944,0.0977562,0.0916402,1,0.0299589,0.0383502,0.104861,0.00904752,0.0108624,0.0194067,0.0627923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:02:00,73.34,15.68,4702.70674547937,1.38478,4.19498,-0.0736568,0.199477,0.0789525,0.117509,0.103136,1,0.0310136,0.0402448,0.0843382,0.00803676,0.0153633,0.0182206,0.0367829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:02:00,42.81,12.22,4697.44695135414,1.3853,4.23601,-0.108277,0.195567,0.0920725,0.123219,0.020178,1,0.031387,0.041596,0.0833516,0.00763414,0.0170307,0.0203761,0.0491693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,33.27,13.31,4662.81555630754,1.4647,4.24373,-0.169231,0.205063,0.092482,0.0933788,0.0519349,1,0.0341887,0.0396365,0.115403,0.00898615,0.0149125,0.0223027,0.0714027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,28.65,9.77,4651.95867647072,1.42266,4.20385,-0.208739,0.19533,0.0808192,0.0960727,0.0591168,1,0.0332256,0.0364075,0.0752326,0.00856429,0.0143366,0.0182396,0.0296916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
