"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL","V","Ka","RSV","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","seCL","seV","seKa","seRSV","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,71.03,12.97,4606.7761093043,1.4291,4.27375,0.117006,0.195794,0.102458,0.09918,0.0860851,1,0.0344317,0.0375324,0.104346,0.00851936,0.0181483,0.0226091,0.0750126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,27.93,9.72,4655.31093631975,1.41469,4.22616,-0.116298,0.191839,0.0716204,0.111976,0.106363,1,0.0290832,0.037496,0.092632,0.00777256,0.013297,0.0189519,0.073893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,29.91,12.05,4675.28396608027,1.39789,4.22644,0.0138528,0.187081,0.112748,0.0941187,0.0365226,1,0.0348529,0.0348095,0.0779848,0.00939646,0.0190293,0.0176172,0.0671208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,23.19,9.7,4639.05436094778,1.4246,4.26002,-0.117534,0.190498,0.0830684,0.112823,0.126557,1,0.0320502,0.040497,0.0892601,0.00866717,0.0165309,0.0236574,0.0660391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,30.89,12.38,4692.3066639713,1.42421,4.19872,-0.135441,0.205194,0.10547,0.107286,0.0154022,1,0.0346447,0.0427565,0.0970214,0.0100116,0.0193259,0.0212669,0.0579273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,23.51,10.18,4700.99779265571,1.39506,4.19559,-0.214161,0.203382,0.0844008,0.0893874,0.0406633,1,0.0338854,0.040402,0.0842111,0.0108642,0.0152672,0.0257482,0.0501712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,21.02,9.14,4705.08973436743,1.41828,4.16357,-0.127868,0.203473,0.0643116,0.0976121,0.0333457,1,0.0285507,0.0360948,0.0893422,0.00905711,0.00941524,0.0171406,0.0286765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,30.24,12.59,4677.5246323913,1.42325,4.223,-0.155601,0.188299,0.106643,0.108565,0.0973049,1,0.0339878,0.0368202,0.0893968,0.00860955,0.0178043,0.0190916,0.0489793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,21.02,9.05,4671.27107225938,1.42771,4.23229,-0.173428,0.201593,0.111269,0.076611,0.0346969,1,0.0366129,0.0360489,0.0937657,0.00957777,0.0177028,0.0165842,0.063728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:02:00,32.96,12.44,4603.76132391401,1.42388,4.21989,-0.245011,0.188254,0.0895327,0.0664945,0.0696457,1,0.0328441,0.0353751,0.0832017,0.00720864,0.0117924,0.01506,0.0334713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,27.76,12.76,4632.94385236859,1.3932,4.19931,0.0584226,0.18093,0.0929385,0.107309,0.0899601,1,0.0331314,0.0363947,0.0957283,0.00775009,0.0157564,0.0197692,0.0703917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:02:00,31.5,13.99,4683.25261069331,1.38029,4.2704,-0.0128562,0.203199,0.0653806,0.0909934,0.127074,1,0.0310974,0.0400061,0.116387,0.00876437,0.0115936,0.0160656,0.0643752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:02:00,68.16,12.78,4641.46765971341,1.42081,4.25419,-0.00248587,0.194557,0.107361,0.0878399,0.069368,1,0.0349425,0.0352944,0.0952455,0.0078211,0.0203932,0.0163972,0.0407242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,55.05,12.66,4614.71131700849,1.41336,4.23288,-0.0151074,0.18646,0.0862281,0.0686244,0.0112547,1,0.0311937,0.0307999,0.0788375,0.00848433,0.0149882,0.0127927,0.0279598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,28.58,11.91,4620.27308811389,1.44216,4.16896,-0.065536,0.200415,0.0630615,0.0670325,0.0402886,1,0.0275781,0.0339392,0.0974628,0.0100184,0.0117329,0.0122138,0.0644659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,31.65,12.51,4618.07858003601,1.34131,4.27436,0.0606297,0.189125,0.0873478,0.0753175,0.031228,1,0.0346296,0.0339885,0.0913653,0.0083638,0.0160452,0.0157273,0.0450379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:02:00,35.02,15.23,4685.53471267227,1.3351,4.23801,-0.0405808,0.193271,0.0678878,0.0948906,0.0669293,1,0.0294933,0.0363683,0.0770271,0.0117313,0.0116858,0.019375,0.053573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,23.03,12.43,4637.31736540527,1.35253,4.29565,0.130563,0.200065,0.076637,0.0867552,0.118687,1,0.0322885,0.0365778,0.09991,0.00803171,0.01347,0.0186898,0.0782592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,23.99,9.84,4611.827113213,1.43153,4.22724,-0.173599,0.192243,0.0856562,0.0854378,0.0473705,1,0.0339408,0.0373031,0.0956172,0.00781093,0.0138443,0.0168944,0.0624352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:02:00,42.58,15.31,4691.43706003783,1.44008,4.25771,-0.0395628,0.208876,0.0860826,0.114223,0.0670426,1,0.0334118,0.0403765,0.0860671,0.0103038,0.0142805,0.0203254,0.0452368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:02:00,41.39,13.55,4635.39524961469,1.41941,4.21211,-0.106602,0.204228,0.074901,0.0825525,0.0490463,1,0.0321154,0.0387231,0.0785765,0.00975997,0.0106676,0.0191784,0.0348006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:02:00,33.94,15.41,4622.96578584061,1.45996,4.22332,-0.11243,0.185855,0.0789993,0.0649713,0.209661,1,0.0310685,0.0317089,0.110736,0.00719559,0.0151972,0.0132354,0.0600858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,1,1,1,1,0,0,0,0,0,1,0,2.1,NA,FOCE_I,0:01:00,38.4,14.74,4655.61830042403,1.39557,4.26162,-0.102091,0.193449,0.0833163,0.103433,0.150182,1,0.0320923,0.0391137,0.101797,0.00828173,0.0137207,0.0200989,0.069481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,00:00:00,18.33,10.27,4649.10623735911,1.41898,4.25169,-0.114996,0.187826,0.112568,0.0934257,0.0625997,1,0.038584,0.037298,0.0716499,0.00850219,0.0174106,0.0155564,0.0328669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,28.44,12.73,4627.3406892523,1.40819,4.27256,-0.121074,0.191039,0.0774761,0.0988174,0.131469,1,0.0315748,0.0368898,0.0952292,0.00930264,0.015009,0.0190759,0.0539167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,00:00:00,20.23,13.39,4682.15999189577,1.40492,4.19506,-0.125196,0.19954,0.0830761,0.111717,7.50706e-005,1,0.0305411,0.0398213,0.0917259,0.00993558,0.016719,0.0180149,8.39703e-005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,37.91,15.64,4667.64422582822,1.34855,4.2242,0.0159177,0.192652,0.0802305,0.119068,0.0221466,1,0.0322277,0.0399684,0.0883885,0.00874856,0.0160844,0.0208501,0.0336456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,32.71,12.05,4523.24840396756,1.48918,4.2446,-0.153501,0.180029,0.0898286,0.0979673,0.0647531,1,0.0311889,0.0404756,0.0787378,0.00780312,0.0132071,0.0232516,0.0549897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:02:00,48.84,12.88,4661.13171037454,1.4173,4.22432,-0.0949021,0.203516,0.0859981,0.103808,0.103863,1,0.0322666,0.0395094,0.113803,0.00994874,0.0125768,0.0206001,0.0718203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,50.37,12.11,4607.61881164102,1.42067,4.26225,-0.0602009,0.196399,0.0920862,0.0680891,0.169212,1,0.0329193,0.0352917,0.110667,0.00835384,0.0166171,0.0132387,0.0756185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:02:00,55.37,17.04,4680.49996304708,1.36252,4.29233,-0.0907323,0.193246,0.149528,0.126269,0.0749068,1,0.0440959,0.0394852,0.0934585,0.00939002,0.0242954,0.0216112,0.0545578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:02:00,53.38,18.47,4692.68949868484,1.42704,4.21858,0.0669657,0.199981,0.0800851,0.120563,5.49659e-008,1,0.0315098,0.041021,0.0713655,0.00959753,0.0130127,0.0263987,3.11873e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,71.87,15.77,4581.92404590399,1.49129,4.17403,-0.0366173,0.181851,0.0738674,0.0845143,0.123695,1,0.0292231,0.0349599,0.0994157,0.00761659,0.0123144,0.0162029,0.0687968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,23.79,7.99,4590.26538696253,1.44865,4.21686,-0.314358,0.182213,0.0716144,0.126489,0.0303702,1,0.0331616,0.0426417,0.111728,0.0094674,0.014201,0.0216157,0.0702252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,29.64,10.62,4618.31860109042,1.40995,4.24081,-0.24204,0.18694,0.0853073,0.0932241,0.0330784,1,0.0314599,0.0384508,0.0790596,0.00975354,0.0133231,0.0183949,0.0419749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,39.36,13.43,4683.82005607784,1.47418,4.18773,-0.21478,0.193498,0.110943,0.100819,0.0794999,1,0.0349456,0.0380384,0.0826226,0.0088138,0.0155486,0.0223073,0.0653698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1,1,1,1,1,0,0,0,0,0,0,0,2.8,NA,FOCE_I,0:01:00,27.73,14.89,4580.08198859227,1.42502,4.36387,0.0924869,0.19128,0.0926477,0.0829942,0.0674268,1,0.0353828,0.0335656,0.122745,0.00909647,0.0141118,0.0189666,0.0641656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,37.62,14.84,4540.28077183946,1.44535,4.23075,-0.164673,0.180613,0.0961172,0.0799103,0.0661783,1,0.0327501,0.0353034,0.0903852,0.00981423,0.0151032,0.0170014,0.0637844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,62.01,13.85,4629.41413242509,1.41393,4.23314,-0.0930147,0.19391,0.0679635,0.123777,0.0370246,1,0.0321931,0.0404187,0.0896062,0.00765585,0.01146,0.0231346,0.034318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,44.79,14.69,4672.29117354189,1.42798,4.30368,-0.0124393,0.197107,0.13936,0.103287,0.0267499,1,0.0393555,0.0367022,0.0827546,0.0086604,0.0215228,0.0202924,0.0285717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:01:00,68.92,11.31,4663.25282426797,1.3669,4.16756,0.00891354,0.189415,0.0804878,0.100196,1.52729e-007,1,0.0310896,0.0378888,0.076362,0.00880536,0.0132044,0.0171476,2.12131e-007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,30.74,14.56,4658.18127437336,1.40131,4.26323,-0.122274,0.210936,0.0722547,0.10685,0.0215059,1,0.0325277,0.0408273,0.0779159,0.00941111,0.0124702,0.0179661,0.0350131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,29.5,12.96,4659.61126490852,1.39741,4.24526,-0.177732,0.185274,0.116367,0.104365,0.0591356,1,0.0376636,0.0360523,0.0850079,0.00864336,0.0177957,0.0212147,0.0471568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,53.19,14.33,4561.24305710458,1.45349,4.24497,0.101135,0.183094,0.0722862,0.0717022,0.126834,1,0.029887,0.0313947,0.101102,0.00798408,0.0112705,0.0150014,0.0758773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,39.8,11.16,4659.96852804862,1.42368,4.20383,-0.0493059,0.194859,0.0921337,0.104092,0.0779819,1,0.0327212,0.037187,0.0774114,0.00919361,0.0165573,0.0202788,0.0492812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,42.85,14.08,4642.08306930077,1.34338,4.28322,-0.00876115,0.189195,0.073325,0.107784,0.0524431,1,0.0320432,0.0363236,0.0890054,0.00863258,0.0146226,0.0213632,0.0401889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,35.58,11.66,4600.42677269164,1.44075,4.23508,-0.165877,0.187208,0.092015,0.101518,0.064923,1,0.0335396,0.0392021,0.0941969,0.00748668,0.0154454,0.0216344,0.0447169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,41.36,16.29,4627.79115306718,1.43079,4.24005,0.0165575,0.193784,0.0842665,0.088279,0.0593916,1,0.0310552,0.0360382,0.0881119,0.00798376,0.0170681,0.0166237,0.0669767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,1,1,1,1,0,0,0,0,0,2,0,2.5,NA,FOCE_I,0:01:00,57.98,14.04,4698.91421728247,1.38339,4.22721,-0.0184553,0.190257,0.12692,0.11705,0.17961,1,0.0380276,0.0389047,0.117618,0.00812904,0.0206169,0.020726,0.0827702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,47.15,12.56,4678.6536642355,1.3625,4.22351,-0.140025,0.202293,0.0841137,0.0939495,0.00450699,1,0.034782,0.0394438,0.0983838,0.0085973,0.0136849,0.018574,0.0432749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,36.52,12.68,4584.83056647659,1.43054,4.24361,-0.185368,0.181147,0.08139,0.102919,0.0287931,1,0.0312252,0.0379172,0.0702614,0.00827042,0.0136919,0.020205,0.0579958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,29.77,14.89,4672.36214999263,1.36964,4.24382,-0.136975,0.202763,0.0847587,0.0750235,0.0624255,1,0.0356305,0.0366758,0.100101,0.00891461,0.0146889,0.0161425,0.0484721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,45.4,12.75,4636.69326042535,1.41818,4.23828,-0.194855,0.180602,0.0943101,0.117008,0.144535,1,0.0314876,0.0394426,0.0896458,0.00745439,0.0127672,0.0250023,0.0645752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,19.82,9.57,4631.02232761113,1.37037,4.26235,-0.0797102,0.189836,0.0831464,0.08847,0.0502503,1,0.0318669,0.0331377,0.0680839,0.00838891,0.0117328,0.0172101,0.029367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,34.84,16.49,4698.63538294681,1.36654,4.22609,0.119243,0.206286,0.0753102,0.0960398,0.0479486,1,0.0308812,0.0366203,0.0893201,0.00856176,0.0131339,0.0214516,0.0565572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,33.45,13.05,4601.6040475643,1.38689,4.23438,-0.0921846,0.188173,0.0800262,0.0856988,0.0538662,1,0.032706,0.0361835,0.0844685,0.00891303,0.0122117,0.014936,0.0550808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,32.91,10.79,4633.32803231216,1.42891,4.24034,-0.347945,0.196463,0.0784489,0.110054,0.0223452,1,0.0323417,0.0395498,0.0761273,0.00754516,0.0126819,0.0233256,0.031015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,1,1,1,1,0,0,0,0,0,0,0,3.5,NA,FOCE_I,0:01:00,30.87,14.38,4691.70645444764,1.35962,4.23674,-0.0865201,0.18652,0.0972658,0.096915,0.0513345,1,0.034557,0.0341952,0.0747103,0.00925382,0.0169838,0.0202859,0.0533463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,31.67,10.66,4646.55179910657,1.43457,4.25202,-0.213792,0.192946,0.121802,0.0782599,0.110274,1,0.0390561,0.0360841,0.0879262,0.00814822,0.0245979,0.0186969,0.0541092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,1,1,1,1,0,0,0,0,0,1,0,2.5,NA,FOCE_I,0:01:00,55.28,13.98,4642.70764168726,1.41584,4.23794,-0.0225958,0.199161,0.0971022,0.103869,3.61023e-008,1,0.0351443,0.0396067,0.0738591,0.00834271,0.018917,0.0191965,3.47581e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1,1,1,1,1,0,0,0,0,0,2,0,2.1,NA,FOCE_I,0:01:00,45.73,10.98,4711.46822492433,1.43579,4.17212,-0.0776177,0.194771,0.128449,0.111725,0.0345722,1,0.0372482,0.0414859,0.085579,0.0074412,0.0193876,0.0173188,0.035641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,45.48,12.16,4559.18357886681,1.43763,4.28327,0.0199554,0.184929,0.081107,0.0936161,0.104947,1,0.0320498,0.0366182,0.115923,0.0078176,0.014307,0.0183951,0.091796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.1,9.44,4545.78033512359,1.47155,4.17917,-0.178612,0.178854,0.0959509,0.0691403,0.0446104,1,0.0321859,0.0345696,0.0760819,0.00789405,0.0171037,0.0160804,0.0428444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,28.96,11.17,4688.90387269559,1.40477,4.19431,-0.144467,0.209804,0.07672,0.0907946,0.0571104,1,0.0312195,0.0385807,0.0994074,0.0124998,0.0115794,0.02357,0.0788089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1,1,1,1,1,0,0,0,0,0,1,0,2.7,NA,FOCE_I,0:01:00,50.76,13.91,4645.13649912286,1.37673,4.24185,-0.070864,0.19235,0.081098,0.0643162,0.0680375,1,0.0320367,0.0396521,0.101704,0.00961817,0.0123826,0.0151056,0.0447922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:01:00,35.94,15.28,4575.81722371111,1.36054,4.35818,-0.0148903,0.192356,0.0997439,0.0905404,0.0866474,1,0.0372415,0.0384344,0.0895659,0.00886558,0.0165483,0.0182217,0.0569866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,30.94,15.24,4693.77909923423,1.4107,4.17129,0.0616084,0.195087,0.0839255,0.09057,0.0486752,1,0.0312679,0.0355357,0.118153,0.00886592,0.01607,0.0152973,0.0562166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,23.05,14.09,4674.51415014506,1.35309,4.18574,-0.0356844,0.187249,0.101092,0.0772772,0.0978927,1,0.0326422,0.0363977,0.0923234,0.00881421,0.0167119,0.0155994,0.0468324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,27.52,13.21,4656.80604798298,1.4071,4.24709,-0.180231,0.191404,0.0849569,0.116582,0.188974,1,0.0331278,0.0398395,0.118889,0.00840134,0.0167706,0.0280859,0.104345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1,1,1,1,1,0,0,0,0,0,1,0,2.4,NA,FOCE_I,0:01:00,24.17,14.65,4618.89144049025,1.44132,4.25321,-0.0714379,0.190249,0.109529,0.0688709,0.198755,1,0.0371783,0.032919,0.11303,0.00862806,0.0150438,0.0201552,0.0740521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,32.38,15.73,4548.45376899118,1.42633,4.34706,0.0222296,0.192801,0.0880788,0.0565122,0.0617408,1,0.0321209,0.0315474,0.0870987,0.00768981,0.0158906,0.0116189,0.0402008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,33.44,17.82,4559.41538580777,1.40434,4.31733,0.00336179,0.193334,0.102415,0.0624657,0.142554,1,0.0319059,0.0305251,0.090459,0.00736068,0.0185161,0.0134914,0.0508891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,35.74,18.95,4663.49963273337,1.40458,4.27084,0.0404509,0.192193,0.110696,0.102148,0.0593198,1,0.0365961,0.0363914,0.0912531,0.00812421,0.0205324,0.0193962,0.0457992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,55.16,11.84,4603.21804719282,1.43068,4.25337,-0.066063,0.202188,0.0922008,0.0824783,0.027875,1,0.034066,0.0408644,0.0821784,0.00854407,0.017103,0.0175587,0.0397041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
